place,state,climate,zone,tags,month,overview
Unley,SA,cool,9b,coastal|mediterranean,March,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Unley,SA,cool,9b,coastal|mediterranean,April,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Unley,SA,cool,9b,coastal|mediterranean,May,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Unley,SA,cool,9b,coastal|mediterranean,June,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Unley,SA,cool,9b,coastal|mediterranean,July,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Unley,SA,cool,9b,coastal|mediterranean,August,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Unley,SA,cool,9b,coastal|mediterranean,September,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Unley,SA,cool,9b,coastal|mediterranean,October,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Unley,SA,cool,9b,coastal|mediterranean,November,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Unley,SA,cool,9b,coastal|mediterranean,December,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Victor Harbor,SA,cool,9b,coastal|mediterranean,January,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Victor Harbor,SA,cool,9b,coastal|mediterranean,February,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Victor Harbor,SA,cool,9b,coastal|mediterranean,March,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Victor Harbor,SA,cool,9b,coastal|mediterranean,April,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Victor Harbor,SA,cool,9b,coastal|mediterranean,May,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Victor Harbor,SA,cool,9b,coastal|mediterranean,June,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Victor Harbor,SA,cool,9b,coastal|mediterranean,July,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Victor Harbor,SA,cool,9b,coastal|mediterranean,August,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Victor Harbor,SA,cool,9b,coastal|mediterranean,September,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Victor Harbor,SA,cool,9b,coastal|mediterranean,October,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Victor Harbor,SA,cool,9b,coastal|mediterranean,November,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Victor Harbor,SA,cool,9b,coastal|mediterranean,December,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Whyalla,SA,cool,9b,coastal|mediterranean,January,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Whyalla,SA,cool,9b,coastal|mediterranean,February,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Whyalla,SA,cool,9b,coastal|mediterranean,March,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Whyalla,SA,cool,9b,coastal|mediterranean,April,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Whyalla,SA,cool,9b,coastal|mediterranean,May,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Whyalla,SA,cool,9b,coastal|mediterranean,June,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Whyalla,SA,cool,9b,coastal|mediterranean,July,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Whyalla,SA,cool,9b,coastal|mediterranean,August,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Whyalla,SA,cool,9b,coastal|mediterranean,September,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Whyalla,SA,cool,9b,coastal|mediterranean,October,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Whyalla,SA,cool,9b,coastal|mediterranean,November,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Whyalla,SA,cool,9b,coastal|mediterranean,December,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Battery Point,TAS,cold,8b,coastal,January,"Summer is established. Tomatoes, beans, cucumbers and zucchini produce heavily. Pick constantly.

Sow autumn crops now: carrots, beetroot, broccoli, kale, cabbage, silverbeet in warm soil. Chill lettuce seed or sow in shade.

Water deeply morning. Mulch heavily while ground is warm and moist."
Battery Point,TAS,cold,8b,coastal,February,"Garden feels summery but light softens. Plant brassicas from January seedlings—broccoli, cabbage, kale establish well.

Continue sowing beetroot, carrots, silverbeet, Asian greens for autumn.

Hot winds can dry beds. Deep watering before heat better than rescuing wilted plants."
Battery Point,TAS,cold,8b,coastal,March,"Autumn arrives quickly. Nights cool sharply, first light frosts possible late month.

Plant garlic. Sow spinach, peas, broad beans, Asian greens as soil cools.

Growth slows. Mulch for frost buffering. Keep fleece nearby for seedlings."
Battery Point,TAS,cold,8b,coastal,April,"True autumn planting season. Soil cooling but warm enough for hardy crops.

Plant brassicas, leeks, onions, lettuce, silverbeet. Sow spinach, peas, beans directly. Garlic succeeds through month.

Clear summer crops promptly. Empty beds need compost or green manure."
Battery Point,TAS,cold,8b,coastal,May,"Winter begins. Frost grows regular, soil stays wetter, growth slows.

Broad beans, spinach, silverbeet, garlic and hardy greens produce through mild spells.

Avoid walking wet soil. Add compost and seaweed to empty beds."
Battery Point,TAS,cold,8b,coastal,June,"Cold settles fully. Hardy vegetables continue—spinach, beans, silverbeet, brassicas crop through milder periods.

Protection matters. Young plants need shelter from wind as much as frost. Mulch root crops."
Battery Point,TAS,cold,8b,coastal,July,"Usually coldest month. Very little grows fast. Maintain winter crops rather than expect heavy harvests.

Use month for planning: order seed, repair beds, sharpen tools, plan spacing. Spring mistakes happen in July through impatience."
Battery Point,TAS,cold,8b,coastal,August,"Early spring stirs though winter hasn't released. Bright days come but frosts stay frequent.

Start tomatoes, capsicums, eggplants indoors. Sow lettuce, onions, brassicas under protection.

Resist rushing. Patient spring gardens overtake early damaged ones by November."
Battery Point,TAS,cold,8b,coastal,September,"Spring underway though frost still arrives on calm nights.

Plant onions, leeks, brassicas, silverbeet, lettuces. Sow carrots, beetroot, parsnips, peas. Successive sowing beats one glut.

Tomatoes, capsicums stay protected unless late month in warm spots."
Battery Point,TAS,cold,8b,coastal,October,"Everything accelerates. Soil warms, daylight stretches, growth shows daily.

Early October frost surprises. By late month, tomatoes, beans, zucchini, pumpkins plant safely in sheltered gardens.

Direct sowing productive. Beans, beetroot, carrots respond quickly."
Battery Point,TAS,cold,8b,coastal,November,"Great planting month. Soil warm, frost risk low, everything grows confidently.

Plant tomatoes, cucumbers, pumpkins, zucchini, beans. Capsicums and eggplants need warmest spots.

Mulch deeply. Consistent moisture prevents bitterness and blossom-end rot."
